zenodo_deposition_id,country,title,doi,url,citation
10410808,Lesotho,Infrastructure Climate Resilience Assessment Data Starter Kit for Lesotho,10.5281/zenodo.10410808,https://zenodo.org/records/10410808,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Lesotho (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410808"
10410842,Morocco,Infrastructure Climate Resilience Assessment Data Starter Kit for Morocco,10.5281/zenodo.10410842,https://zenodo.org/records/10410842,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Morocco (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410842"
10410807,Madagascar,Infrastructure Climate Resilience Assessment Data Starter Kit for Madagascar,10.5281/zenodo.10410807,https://zenodo.org/records/10410807,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Madagascar (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410807"
10410868,Mali,Infrastructure Climate Resilience Assessment Data Starter Kit for Mali,10.5281/zenodo.10410868,https://zenodo.org/records/10410868,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Mali (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410868"
10410884,Malta,Infrastructure Climate Resilience Assessment Data Starter Kit for Malta,10.5281/zenodo.10410884,https://zenodo.org/records/10410884,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Malta (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410884"
10410828,Mozambique,Infrastructure Climate Resilience Assessment Data Starter Kit for Mozambique,10.5281/zenodo.10410828,https://zenodo.org/records/10410828,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Mozambique (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410828"
10410898,Mauritania,Infrastructure Climate Resilience Assessment Data Starter Kit for Mauritania,10.5281/zenodo.10410898,https://zenodo.org/records/10410898,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Mauritania (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410898"
10410924,Malawi,Infrastructure Climate Resilience Assessment Data Starter Kit for Malawi,10.5281/zenodo.10410924,https://zenodo.org/records/10410924,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Malawi (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410924"
10410849,Namibia,Infrastructure Climate Resilience Assessment Data Starter Kit for Namibia,10.5281/zenodo.10410849,https://zenodo.org/records/10410849,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Namibia (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410849"
10410817,Niger,Infrastructure Climate Resilience Assessment Data Starter Kit for Niger,10.5281/zenodo.10410817,https://zenodo.org/records/10410817,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Niger (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410817"
10410912,Nigeria,Infrastructure Climate Resilience Assessment Data Starter Kit for Nigeria,10.5281/zenodo.10410912,https://zenodo.org/records/10410912,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Nigeria (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410912"
10410892,Peru,Infrastructure Climate Resilience Assessment Data Starter Kit for Peru,10.5281/zenodo.10410892,https://zenodo.org/records/10410892,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Peru (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410892"
10410878,Paraguay,Infrastructure Climate Resilience Assessment Data Starter Kit for Paraguay,10.5281/zenodo.10410878,https://zenodo.org/records/10410878,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Paraguay (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410878"
10410886,Rwanda,Infrastructure Climate Resilience Assessment Data Starter Kit for Rwanda,10.5281/zenodo.10410886,https://zenodo.org/records/10410886,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Rwanda (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410886"
10410838,Western Sahara,Infrastructure Climate Resilience Assessment Data Starter Kit for Western Sahara,10.5281/zenodo.10410838,https://zenodo.org/records/10410838,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Western Sahara (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410838"
10410851,Sudan,Infrastructure Climate Resilience Assessment Data Starter Kit for Sudan,10.5281/zenodo.10410851,https://zenodo.org/records/10410851,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Sudan (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410851"
10410922,South Sudan,Infrastructure Climate Resilience Assessment Data Starter Kit for South Sudan,10.5281/zenodo.10410922,https://zenodo.org/records/10410922,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for South Sudan (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410922"
10410855,Senegal,Infrastructure Climate Resilience Assessment Data Starter Kit for Senegal,10.5281/zenodo.10410855,https://zenodo.org/records/10410855,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Senegal (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410855"
10410897,Sierra Leone,Infrastructure Climate Resilience Assessment Data Starter Kit for Sierra Leone,10.5281/zenodo.10410897,https://zenodo.org/records/10410897,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Sierra Leone (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410897"
10410804,San Marino,Infrastructure Climate Resilience Assessment Data Starter Kit for San Marino,10.5281/zenodo.10410804,https://zenodo.org/records/10410804,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for San Marino (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410804"
10410911,Somaliland,Infrastructure Climate Resilience Assessment Data Starter Kit for Somaliland,10.5281/zenodo.10410911,https://zenodo.org/records/10410911,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Somaliland (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410911"
10410928,Somalia,Infrastructure Climate Resilience Assessment Data Starter Kit for Somalia,10.5281/zenodo.10410928,https://zenodo.org/records/10410928,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Somalia (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410928"
10410856,São Tomé and Principe,Infrastructure Climate Resilience Assessment Data Starter Kit for São Tomé and Principe,10.5281/zenodo.10410856,https://zenodo.org/records/10410856,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for São Tomé and Principe (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410856"
10410818,Suriname,Infrastructure Climate Resilience Assessment Data Starter Kit for Suriname,10.5281/zenodo.10410818,https://zenodo.org/records/10410818,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Suriname (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410818"
10410863,eSwatini,Infrastructure Climate Resilience Assessment Data Starter Kit for eSwatini,10.5281/zenodo.10410863,https://zenodo.org/records/10410863,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for eSwatini (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410863"
10410881,Chad,Infrastructure Climate Resilience Assessment Data Starter Kit for Chad,10.5281/zenodo.10410881,https://zenodo.org/records/10410881,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Chad (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410881"
10410870,Togo,Infrastructure Climate Resilience Assessment Data Starter Kit for Togo,10.5281/zenodo.10410870,https://zenodo.org/records/10410870,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Togo (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410870"
10410858,Tunisia,Infrastructure Climate Resilience Assessment Data Starter Kit for Tunisia,10.5281/zenodo.10410858,https://zenodo.org/records/10410858,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Tunisia (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410858"
10410827,Tanzania,Infrastructure Climate Resilience Assessment Data Starter Kit for Tanzania,10.5281/zenodo.10410827,https://zenodo.org/records/10410827,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Tanzania (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410827"
10410840,Uganda,Infrastructure Climate Resilience Assessment Data Starter Kit for Uganda,10.5281/zenodo.10410840,https://zenodo.org/records/10410840,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Uganda (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410840"
10410820,Uruguay,Infrastructure Climate Resilience Assessment Data Starter Kit for Uruguay,10.5281/zenodo.10410820,https://zenodo.org/records/10410820,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Uruguay (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410820"
10410852,Venezuela,Infrastructure Climate Resilience Assessment Data Starter Kit for Venezuela,10.5281/zenodo.10410852,https://zenodo.org/records/10410852,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Venezuela (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410852"
10410889,South Africa,Infrastructure Climate Resilience Assessment Data Starter Kit for South Africa,10.5281/zenodo.10410889,https://zenodo.org/records/10410889,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for South Africa (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410889"
10410836,Zambia,Infrastructure Climate Resilience Assessment Data Starter Kit for Zambia,10.5281/zenodo.10410836,https://zenodo.org/records/10410836,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Zambia (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410836"
10410936,Zimbabwe,Infrastructure Climate Resilience Assessment Data Starter Kit for Zimbabwe,10.5281/zenodo.10410936,https://zenodo.org/records/10410936,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2023). Infrastructure Climate Resilience Assessment Data Starter Kit for Zimbabwe (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10410936"
